id,Marca,Modelo,Ano,Valor,Codigo Fipe
DAYUN - DY125-8 - 2008,DAYUN,DY125-8,2008,R$ 2.410,00, 860003-1
APRILIA - SCARABEO DELUXE 50cc - 2000,APRILIA,SCARABEO DELUXE 50cc,2000,R$ 4.007,00, 802013-2
APRILIA - SCARABEO CLASSIC 50cc - 1999,APRILIA,SCARABEO CLASSIC 50cc,1999,R$ 3.227,00, 802012-4
BRP - can-am Spyder 990 ST-S - 2014,BRP,can-am Spyder 990 ST-S,2014,R$ 63.619,00, 864007-6
BRP - can-am Spyder 990 ST-S - 2013,BRP,can-am Spyder 990 ST-S,2013,R$ 56.606,00, 864007-6
APRILIA - SCARABEO DELUXE 50cc - 1998,APRILIA,SCARABEO DELUXE 50cc,1998,R$ 3.288,00, 802013-2
BRP - can-am Outlander L X MR 570 4X4 Quadr. - 2016,BRP,can-am Outlander L X MR 570 4X4 Quadr.,2016,R$ 39.938,00, 864031-9
BULL - MAXX KRC50 - 2019,BULL,MAXX KRC50,2019,R$ 4.741,00, 888001-8
APRILIA - SR RACING 50cc - 1998,APRILIA,SR RACING 50cc,1998,R$ 3.863,00, 802015-9
BRP - can-am Outlander L 500 4X4 Quadriciclo - 2015,BRP,can-am Outlander L 500 4X4 Quadriciclo,2015,R$ 26.566,00, 864024-6
BRP - can-am Outlander L 570 4X4 Quadriciclo - 2016,BRP,can-am Outlander L 570 4X4 Quadriciclo,2016,R$ 28.768,00, 864029-7
APRILIA - SR RACING 50cc - 1999,APRILIA,SR RACING 50cc,1999,R$ 4.534,00, 802015-9
BULL - MAXX KRC50 - 32000,BULL,MAXX KRC50,32000,R$ 5.226,00, 888001-8
APRILIA - SCARABEO BRIGTH 50cc - 1998,APRILIA,SCARABEO BRIGTH 50cc,1998,R$ 2.955,00, 802011-6
APRILIA - SCARABEO BRIGTH 50cc - 1999,APRILIA,SCARABEO BRIGTH 50cc,1999,R$ 3.248,00, 802011-6
APRILIA - SR RACING 50cc - 2000,APRILIA,SR RACING 50cc,2000,R$ 4.861,00, 802015-9
BRP - can-am DS 250 EFI 4X2 Quadr. - 2018,BRP,can-am DS 250 EFI 4X2 Quadr.,2018,R$ 24.036,00, 864005-0
BRP - can-am Maver. X3 MAX XRS TB 900 RR (UTV) - 2022,BRP,can-am Maver. X3 MAX XRS TB 900 RR (UTV),2022,R$ 212.904,00, 864045-9
BRP - can-am DS 250 EFI 4X2 Quadr. - 2016,BRP,can-am DS 250 EFI 4X2 Quadr.,2016,R$ 15.439,00, 864005-0
BRP - can-am DS 250 EFI 4X2 Quadr. - 2010,BRP,can-am DS 250 EFI 4X2 Quadr.,2010,R$ 9.869,00, 864005-0
BRP - can-am DS 250 EFI 4X2 Quadr. - 2015,BRP,can-am DS 250 EFI 4X2 Quadr.,2015,R$ 14.748,00, 864005-0
BRP - can-am DS 250 EFI 4X2 Quadr. - 2011,BRP,can-am DS 250 EFI 4X2 Quadr.,2011,R$ 10.149,00, 864005-0
BRP - can-am Maverick X3 XRC 900 TB RR  (UTV) - 2020,BRP,can-am Maverick X3 XRC 900 TB RR  (UTV),2020,R$ 162.765,00, 864044-0
AMAZONAS - AME-250 C1 - 2009,AMAZONAS,AME-250 C1,2009,R$ 9.311,00, 855001-8
BRP - can-am Maverick X3 XRC 900 TB RR  (UTV) - 2022,BRP,can-am Maverick X3 XRC 900 TB RR  (UTV),2022,R$ 199.943,00, 864044-0
AMAZONAS - AME-250 C1 - 2006,AMAZONAS,AME-250 C1,2006,R$ 6.181,00, 855001-8
BRP - can-am Maverick X3 XRC 900 TB RR  (UTV) - 2021,BRP,can-am Maverick X3 XRC 900 TB RR  (UTV),2021,R$ 192.959,00, 864044-0
AMAZONAS - AME-250 C1 - 2007,AMAZONAS,AME-250 C1,2007,R$ 7.139,00, 855001-8
AMAZONAS - AME-250 C1 - 2008,AMAZONAS,AME-250 C1,2008,R$ 7.869,00, 855001-8
BRP - can-am Maverick X3 XRC 900 TB RR  (UTV) - 32000,BRP,can-am Maverick X3 XRC 900 TB RR  (UTV),32000,R$ 221.195,00, 864044-0
GARINNI - GR08T4 - 2007,GARINNI,GR08T4,2007,R$ 2.038,00, 847001-4
BRP - can-am DS 250 EFI 4X2 Quadr. - 2014,BRP,can-am DS 250 EFI 4X2 Quadr.,2014,R$ 14.241,00, 864005-0
BRP - can-am Maverick X3 XRS TB 900 RR (UTV) - 32000,BRP,can-am Maverick X3 XRS TB 900 RR (UTV),32000,R$ 230.217,00, 864046-7
BRP - can-am Maverick X3 XRS TB 900 RR (UTV) - 2021,BRP,can-am Maverick X3 XRS TB 900 RR (UTV),2021,R$ 190.504,00, 864046-7
BRP - can-am Maverick X3 RS Turbo R(UTV) - 32000,BRP,can-am Maverick X3 RS Turbo R(UTV),32000,R$ 144.799,00, 864049-1
BRP - Can-am Maverick X3 MAX DS TB 900 R (UTV) - 32000,BRP,Can-am Maverick X3 MAX DS TB 900 R (UTV),32000,R$ 154.810,00, 864047-5
HONDA - XR 200 R - 2000,HONDA,XR 200 R,2000,R$ 4.926,00, 811046-8
GARINNI - GR08T4 - 2006,GARINNI,GR08T4,2006,R$ 1.874,00, 847001-4
BRP - can-am Maverick Sport DPS 1000 4x4 (UTV) - 2020,BRP,can-am Maverick Sport DPS 1000 4x4 (UTV),2020,R$ 85.918,00, 864043-2
BRP - can-am Maverick X3 RS Turbo R(UTV) - 2021,BRP,can-am Maverick X3 RS Turbo R(UTV),2021,R$ 135.411,00, 864049-1
BRP - can-am Maverick X3 XRS TB 900 RR (UTV) - 2022,BRP,can-am Maverick X3 XRS TB 900 RR (UTV),2022,R$ 195.877,00, 864046-7
BRP - can-am Outlander L DPS 570 4X4 Quadr. - 2016,BRP,can-am Outlander L DPS 570 4X4 Quadr.,2016,R$ 34.829,00, 864030-0
KASINSKI - MIRAGE 650 V2power - 2011,KASINSKI,MIRAGE 650 V2power,2011,R$ 19.977,00, 816020-1
BRP - can-am Outlander L MAX 450 4X4 Quadr. - 2015,BRP,can-am Outlander L MAX 450 4X4 Quadr.,2015,R$ 27.216,00, 864025-4
KASINSKI - MIRAGE 650 V2power - 2010,KASINSKI,MIRAGE 650 V2power,2010,R$ 18.888,00, 816020-1
GARINNI - GR125ST - 2008,GARINNI,GR125ST,2008,R$ 2.058,00, 847009-0
GARINNI - GR125ST - 2010,GARINNI,GR125ST,2010,R$ 2.226,00, 847009-0
HONDA - XR 200 R - 1998,HONDA,XR 200 R,1998,R$ 4.545,00, 811046-8
GARINNI - GR125ST - 2009,GARINNI,GR125ST,2009,R$ 2.135,00, 847009-0
BRP - can-am Outlander L MAX DPS 500 4X4 Quad. - 2015,BRP,can-am Outlander L MAX DPS 500 4X4 Quad.,2015,R$ 33.081,00, 864027-0
KASINSKI - MIRAGE 650 V2power - 2009,KASINSKI,MIRAGE 650 V2power,2009,R$ 15.782,00, 816020-1
KASINSKI - MIRAGE 650 V2power - 2013,KASINSKI,MIRAGE 650 V2power,2013,R$ 23.972,00, 816020-1
BRP - can-am Outlander L 450 4X4 Quadriciclo - 2016,BRP,can-am Outlander L 450 4X4 Quadriciclo,2016,R$ 31.438,00, 864023-8
GARINNI - GR125S - 2009,GARINNI,GR125S,2009,R$ 1.920,00, 847011-1
BRP - can-am Outlander L 450 4X4 Quadriciclo - 2015,BRP,can-am Outlander L 450 4X4 Quadriciclo,2015,R$ 28.814,00, 864023-8
BRP - can-am Outlander L MAX 450 4X4 Quadr. - 2016,BRP,can-am Outlander L MAX 450 4X4 Quadr.,2016,R$ 29.619,00, 864025-4
HONDA - XR 200 R - 2001,HONDA,XR 200 R,2001,R$ 5.373,00, 811046-8
HONDA - XR 200 R - 2003,HONDA,XR 200 R,2003,R$ 5.758,00, 811046-8
KASINSKI - MIRAGE 650 V2power - 2012,KASINSKI,MIRAGE 650 V2power,2012,R$ 20.541,00, 816020-1
HONDA - XL 700V TRANSALP - 2012,HONDA,XL 700V TRANSALP,2012,R$ 31.755,00, 811107-3
KASINSKI - MIRAGE 650 V2power - 2006,KASINSKI,MIRAGE 650 V2power,2006,R$ 11.554,00, 816020-1
GARINNI - GR150U - 2007,GARINNI,GR150U,2007,R$ 2.790,00, 847005-7
HONDA - XR 200 R - 1996,HONDA,XR 200 R,1996,R$ 4.274,00, 811046-8
HONDA - XL 700V TRANSALP - 2011,HONDA,XL 700V TRANSALP,2011,R$ 30.367,00, 811107-3
HONDA - XL 700V TRANSALP - 2014,HONDA,XL 700V TRANSALP,2014,R$ 34.313,00, 811107-3
HONDA - XR 200 R - 2002,HONDA,XR 200 R,2002,R$ 5.526,00, 811046-8
BRP - can-am Outlander MAX XT-P 800 4X4 Quadr. - 2015,BRP,can-am Outlander MAX XT-P 800 4X4 Quadr.,2015,R$ 45.388,00, 864015-7
HONDA - XR 200 R - 1997,HONDA,XR 200 R,1997,R$ 4.421,00, 811046-8
HONDA - XR 200 R - 1995,HONDA,XR 200 R,1995,R$ 3.809,00, 811046-8
KASINSKI - MOTOKAR TAXI-KAR 174cc (4 pessoas) - 2003,KASINSKI,MOTOKAR TAXI-KAR 174cc (4 pessoas),2003,R$ 5.354,00, 816012-0
KASINSKI - MOTOKAR TAXI-KAR 174cc (4 pessoas) - 2004,KASINSKI,MOTOKAR TAXI-KAR 174cc (4 pessoas),2004,R$ 5.771,00, 816012-0
HONDA - C 100 BIZ/ 100 BIZ KS - 2002,HONDA,C 100 BIZ/ 100 BIZ KS,2002,R$ 3.881,00, 811003-4
HONDA - C 100 BIZ/ 100 BIZ KS - 1998,HONDA,C 100 BIZ/ 100 BIZ KS,1998,R$ 2.147,00, 811003-4
BMW - R 1200 RT - 2013,BMW,R 1200 RT,2013,R$ 69.864,00, 803025-1
BMW - R 1200 RT - 2012,BMW,R 1200 RT,2012,R$ 62.701,00, 803025-1
APRILIA - RS 50cc - 1998,APRILIA,RS 50cc,1998,R$ 4.524,00, 802008-6
BMW - R 1200 RT - 2014,BMW,R 1200 RT,2014,R$ 78.578,00, 803025-1
BMW - R 1200 RT - 2011,BMW,R 1200 RT,2011,R$ 60.014,00, 803025-1
BMW - R 1200 RT - 2007,BMW,R 1200 RT,2007,R$ 43.984,00, 803025-1
BMW - R 1200 RT - 2010,BMW,R 1200 RT,2010,R$ 53.500,00, 803025-1
KASINSKI - COMET GT-R 250cc - 2010,KASINSKI,COMET GT-R 250cc,2010,R$ 9.244,00, 816023-6
HERO - STREAM 50 - 2001,HERO,STREAM 50,2001,R$ 955,00, 841006-2
KASINSKI - CRUISE 125 - 1996,KASINSKI,CRUISE 125,1996,R$ 2.181,00, 816001-5
BMW - R 1200 RT - 2009,BMW,R 1200 RT,2009,R$ 46.492,00, 803025-1
KASINSKI - COMET GT-R 250cc - 2011,KASINSKI,COMET GT-R 250cc,2011,R$ 9.506,00, 816023-6
KASINSKI - COMET GT 650 - 2013,KASINSKI,COMET GT 650,2013,R$ 13.020,00, 816034-1
KASINSKI - CRUISE 125 - 1995,KASINSKI,CRUISE 125,1995,R$ 2.119,00, 816001-5
HERO - STREAM 50 - 1998,HERO,STREAM 50,1998,R$ 562,00, 841006-2
HARLEY-DAVIDSON - DEUCE - 2001,HARLEY-DAVIDSON,DEUCE,2001,R$ 32.762,00, 810032-2
KASINSKI - COMET GT-R 250cc - 2008,KASINSKI,COMET GT-R 250cc,2008,R$ 8.282,00, 816023-6
KASINSKI - COMET GT-R 250cc - 2013,KASINSKI,COMET GT-R 250cc,2013,R$ 11.798,00, 816023-6
KASINSKI - COMET GT 650R V2power - 2012,KASINSKI,COMET GT 650R V2power,2012,R$ 15.580,00, 816019-8
KASINSKI - COMET GT 650R V2power - 2013,KASINSKI,COMET GT 650R V2power,2013,R$ 16.700,00, 816019-8
KASINSKI - COMET GT-R 250cc - 2009,KASINSKI,COMET GT-R 250cc,2009,R$ 8.516,00, 816023-6
KASINSKI - CRUISE 125 - 1994,KASINSKI,CRUISE 125,1994,R$ 2.066,00, 816001-5
HERO - STREAM 50 - 2002,HERO,STREAM 50,2002,R$ 1.174,00, 841006-2
KASINSKI - COMET GT-R 250cc - 2012,KASINSKI,COMET GT-R 250cc,2012,R$ 9.794,00, 816023-6
KASINSKI - COMET GT 650 - 2012,KASINSKI,COMET GT 650,2012,R$ 12.662,00, 816034-1
HERO - STREAM 50 - 2000,HERO,STREAM 50,2000,R$ 792,00, 841006-2
KASINSKI - COMET GT 650 - 2007,KASINSKI,COMET GT 650,2007,R$ 6.259,00, 816034-1
HERO - STREAM 50 - 1999,HERO,STREAM 50,1999,R$ 653,00, 841006-2
INDIAN - SCOUT - 2016,INDIAN,SCOUT,2016,R$ 51.820,00, 883001-0
BMW - R 1250 GS Adv.Premium Triple Black 719 - 32000,BMW,R 1250 GS Adv.Premium Triple Black 719,32000,R$ 131.716,00, 803091-0
HARLEY-DAVIDSON - DYNA SUPER GLIDE CUSTOM 110 th EDITION - 2013,HARLEY-DAVIDSON,DYNA SUPER GLIDE CUSTOM 110 th EDITION,2013,R$ 45.703,00, 810063-2
KASINSKI - CRZ 150 SUPER MOTO - 2012,KASINSKI,CRZ 150 SUPER MOTO,2012,R$ 4.494,00, 816029-5
KASINSKI - CRZ 150 SUPER MOTO - 2011,KASINSKI,CRZ 150 SUPER MOTO,2011,R$ 4.369,00, 816029-5
KASINSKI - CRZ 150 SUPER MOTO - 2013,KASINSKI,CRZ 150 SUPER MOTO,2013,R$ 4.708,00, 816029-5
KASINSKI - CRZ 150 SUPER MOTO - 2010,KASINSKI,CRZ 150 SUPER MOTO,2010,R$ 3.797,00, 816029-5
DAYUN - DY150ZH   (triciclo carga) - 2010,DAYUN,DY150ZH   (triciclo carga),2010,R$ 5.477,00, 860007-4
DAYUN - DY150-9 - 2011,DAYUN,DY150-9,2011,R$ 3.544,00, 860005-8
BMW - R 1250 GS Adv.Premium Triple Black 719 - 2022,BMW,R 1250 GS Adv.Premium Triple Black 719,2022,R$ 127.048,00, 803091-0
INDIAN - SCOUT - 2017,INDIAN,SCOUT,2017,R$ 54.038,00, 883001-0
KAWASAKI - NINJA ZX-10RR 998cc - 2018,KAWASAKI,NINJA ZX-10RR 998cc,2018,R$ 76.263,00, 817069-0
DAYUN - DY150-9 - 2010,DAYUN,DY150-9,2010,R$ 3.226,00, 860005-8
DAYUN - DY150-9 - 2008,DAYUN,DY150-9,2008,R$ 2.738,00, 860005-8
JONNY - Orbit 150cc - 2008,JONNY,Orbit 150cc,2008,R$ 2.244,00, 865004-7
JONNY - Orbit 150cc - 2011,JONNY,Orbit 150cc,2011,R$ 2.664,00, 865004-7
JONNY - ATLANTIC 250cc - 2009,JONNY,ATLANTIC 250cc,2009,R$ 6.359,00, 865006-3
INDIAN - SCOUT - 2015,INDIAN,SCOUT,2015,R$ 44.074,00, 883001-0
JONNY - Orbit 150cc - 2006,JONNY,Orbit 150cc,2006,R$ 2.105,00, 865004-7
JONNY - ATLANTIC 250cc - 2010,JONNY,ATLANTIC 250cc,2010,R$ 6.657,00, 865006-3
HARLEY-DAVIDSON - ELECTRA GLIDE SCREAMING EAGLE - 2006,HARLEY-DAVIDSON,ELECTRA GLIDE SCREAMING EAGLE,2006,R$ 45.369,00, 810040-3
KASINSKI - GV 250 MIRAGE - 2012,KASINSKI,GV 250 MIRAGE,2012,R$ 12.052,00, 816010-4
KASINSKI - GV 250 MIRAGE - 2005,KASINSKI,GV 250 MIRAGE,2005,R$ 8.129,00, 816010-4
JONNY - Orbit 150cc - 2009,JONNY,Orbit 150cc,2009,R$ 2.419,00, 865004-7
JONNY - Orbit 150cc - 2010,JONNY,Orbit 150cc,2010,R$ 2.501,00, 865004-7
KASINSKI - GV 250 MIRAGE - 2008,KASINSKI,GV 250 MIRAGE,2008,R$ 10.705,00, 816010-4
KASINSKI - MIRAGE 150 - 2012,KASINSKI,MIRAGE 150,2012,R$ 5.244,00, 816026-0
KASINSKI - MIRAGE 150 - 2011,KASINSKI,MIRAGE 150,2011,R$ 4.950,00, 816026-0
DAYUN - DY150ZH   (triciclo carga) - 2008,DAYUN,DY150ZH   (triciclo carga),2008,R$ 4.865,00, 860007-4
KASINSKI - GV 250 MIRAGE - 2004,KASINSKI,GV 250 MIRAGE,2004,R$ 6.731,00, 816010-4
KASINSKI - MIRAGE 150 - 2010,KASINSKI,MIRAGE 150,2010,R$ 4.558,00, 816026-0
JONNY - HYPE 50cc - 2011,JONNY,HYPE 50cc,2011,R$ 1.861,00, 865008-0
KASINSKI - FLASH K 150cc - 2008,KASINSKI,FLASH K 150cc,2008,R$ 2.222,00, 816018-0
JONNY - HYPE 50cc - 2012,JONNY,HYPE 50cc,2012,R$ 2.153,00, 865008-0
JONNY - TR 150cc - 2011,JONNY,TR 150cc,2011,R$ 2.688,00, 865005-5
KASINSKI - GV 250 MIRAGE - 2002,KASINSKI,GV 250 MIRAGE,2002,R$ 5.911,00, 816010-4
KASINSKI - FLASH K 150cc - 2006,KASINSKI,FLASH K 150cc,2006,R$ 1.846,00, 816018-0
KASINSKI - GV 250 MIRAGE - 2007,KASINSKI,GV 250 MIRAGE,2007,R$ 10.413,00, 816010-4
KASINSKI - GV 250 MIRAGE - 2009,KASINSKI,GV 250 MIRAGE,2009,R$ 11.003,00, 816010-4
JONNY - PEGASUS 150cc - 2011,JONNY,PEGASUS 150cc,2011,R$ 3.312,00, 865007-1
KASINSKI - GV 250 MIRAGE - 2006,KASINSKI,GV 250 MIRAGE,2006,R$ 10.129,00, 816010-4
BRP - can-am Outlander MAX XT-P 800 4X4 Quadr. - 2014,BRP,can-am Outlander MAX XT-P 800 4X4 Quadr.,2014,R$ 38.046,00, 864015-7
JONNY - HYPE 50cc - 2013,JONNY,HYPE 50cc,2013,R$ 2.366,00, 865008-0
KASINSKI - GV 250 MIRAGE - 2011,KASINSKI,GV 250 MIRAGE,2011,R$ 11.723,00, 816010-4
KASINSKI - GV 250 MIRAGE - 2001,KASINSKI,GV 250 MIRAGE,2001,R$ 5.655,00, 816010-4
HARLEY-DAVIDSON - ELECTRA GLIDE SCREAMING EAGLE - 2005,HARLEY-DAVIDSON,ELECTRA GLIDE SCREAMING EAGLE,2005,R$ 43.949,00, 810040-3
KASINSKI - GF 125 SPEED - 2001,KASINSKI,GF 125 SPEED,2001,R$ 2.061,00, 816002-3
KASINSKI - MIRAGE 650 V2power - 2008,KASINSKI,MIRAGE 650 V2power,2008,R$ 12.119,00, 816020-1
KASINSKI - MOTOKAR FURGÃO/ PICK-UP 174cc (1 pessoa) - 2002,KASINSKI,MOTOKAR FURGÃO/ PICK-UP 174cc (1 pessoa),2002,R$ 4.388,00, 816011-2
KASINSKI - MOTOKAR FURGÃO/ PICK-UP 174cc (1 pessoa) - 2004,KASINSKI,MOTOKAR FURGÃO/ PICK-UP 174cc (1 pessoa),2004,R$ 5.301,00, 816011-2
KASINSKI - GV 250 MIRAGE - 2013,KASINSKI,GV 250 MIRAGE,2013,R$ 12.390,00, 816010-4
KASINSKI - GF 125 SPEED - 2002,KASINSKI,GF 125 SPEED,2002,R$ 2.134,00, 816002-3
KASINSKI - ERO PLUS 125cc - 2005,KASINSKI,ERO PLUS 125cc,2005,R$ 2.510,00, 816017-1
HUSABERG - FE 400 400cc - 2002,HUSABERG,FE 400 400cc,2002,R$ 11.581,00, 835002-7
HUSABERG - FE 400 400cc - 2003,HUSABERG,FE 400 400cc,2003,R$ 12.061,00, 835002-7
HUSABERG - FE 400 400cc - 2001,HUSABERG,FE 400 400cc,2001,R$ 11.023,00, 835002-7
HUSABERG - FE 400 400cc - 2000,HUSABERG,FE 400 400cc,2000,R$ 10.682,00, 835002-7
HUSABERG - FE 400 400cc - 1999,HUSABERG,FE 400 400cc,1999,R$ 10.141,00, 835002-7
BRP - Can-am Maverick X3 MAX DS TB 900 R (UTV) - 2021,BRP,Can-am Maverick X3 MAX DS TB 900 R (UTV),2021,R$ 148.215,00, 864047-5
BRP - can-am Maverick Trail DPS 4x4 (UTV) - 2020,BRP,can-am Maverick Trail DPS 4x4 (UTV),2020,R$ 66.953,00, 864040-8
BETA - MX-50 CROSS 50cc - 2002,BETA,MX-50 CROSS 50cc,2002,R$ 2.684,00, 830001-1
DAFRA - ZIG 100+ - 2016,DAFRA,ZIG 100+,2016,R$ 4.575,00, 861012-6
DAFRA - ZIG 100+ - 2015,DAFRA,ZIG 100+,2015,R$ 4.118,00, 861012-6
BRP - can-am Maverick Trail DPS 4x4 (UTV) - 2018,BRP,can-am Maverick Trail DPS 4x4 (UTV),2018,R$ 53.465,00, 864040-8
BRANDY - PISTA 70 - 1996,BRANDY,PISTA 70,1996,R$ 1.056,00, 804009-5
BETA - MX-50 CROSS 50cc - 2000,BETA,MX-50 CROSS 50cc,2000,R$ 2.323,00, 830001-1
HUSABERG - FE 550 E - 2006,HUSABERG,FE 550 E,2006,R$ 13.414,00, 835003-5
HUSABERG - FE 550 E - 2008,HUSABERG,FE 550 E,2008,R$ 16.992,00, 835003-5
DAFRA - ZIG 100+ - 2012,DAFRA,ZIG 100+,2012,R$ 2.876,00, 861012-6
HUSABERG - FE 550 E - 2007,HUSABERG,FE 550 E,2007,R$ 14.189,00, 835003-5
byCristo - Triciclo Star II / Top - 2005,byCristo,Triciclo Star II / Top,2005,R$ 20.660,00, 842002-5
byCristo - Triciclo Star II / Top - 2010,byCristo,Triciclo Star II / Top,2010,R$ 31.861,00, 842002-5
byCristo - Triciclo Star II / Top - 2000,byCristo,Triciclo Star II / Top,2000,R$ 14.415,00, 842002-5
byCristo - Triciclo Star II / Top - 2003,byCristo,Triciclo Star II / Top,2003,R$ 18.013,00, 842002-5
byCristo - Triciclo Star II / Top - 2006,byCristo,Triciclo Star II / Top,2006,R$ 21.310,00, 842002-5
BRANDY - PISTA 70 - 1995,BRANDY,PISTA 70,1995,R$ 961,00, 804009-5
byCristo - Triciclo Star II / Top - 2004,byCristo,Triciclo Star II / Top,2004,R$ 18.597,00, 842002-5
DAFRA - ZIG 100+ - 2013,DAFRA,ZIG 100+,2013,R$ 3.019,00, 861012-6
BETA - MX-50 CROSS 50cc - 2001,BETA,MX-50 CROSS 50cc,2001,R$ 2.419,00, 830001-1
DAFRA - ZIG 100+ - 2014,DAFRA,ZIG 100+,2014,R$ 3.320,00, 861012-6
BULL - KHRISMA 50 - 2021,BULL,KHRISMA 50,2021,R$ 7.941,00, 888012-3
GAS GAS - MC 250 - 2004,GAS GAS,MC 250,2004,R$ 7.289,00, 834008-0
GAS GAS - MC 250 - 2001,GAS GAS,MC 250,2001,R$ 6.523,00, 834008-0
GAS GAS - MC 250 - 2000,GAS GAS,MC 250,2000,R$ 6.256,00, 834008-0
GAS GAS - MC 250 - 2002,GAS GAS,MC 250,2002,R$ 6.804,00, 834008-0
FUSCO MOTOSEGURA - CARGA Baú 160cc - 2022,FUSCO MOTOSEGURA,CARGA Baú 160cc,2022,R$ 29.063,00, 887003-9
DAYANG - DY125 SPRINT - 2014,DAYANG,DY125 SPRINT,2014,R$ 4.204,00, 857018-3
CAGIVA - CANYON 500 - 2002,CAGIVA,CANYON 500,2002,R$ 12.900,00, 805007-4
CAGIVA - ELEFANT 900 - 1994,CAGIVA,ELEFANT 900,1994,R$ 13.734,00, 805002-3
DAYANG - DY150-12 - 2009,DAYANG,DY150-12,2009,R$ 3.789,00, 857003-5
CAGIVA - CANYON 500 - 1999,CAGIVA,CANYON 500,1999,R$ 8.111,00, 805007-4
DAYANG - DY125-5 - 2008,DAYANG,DY125-5,2008,R$ 3.269,00, 857008-6
DAYANG - DY125 SPRINT - 2015,DAYANG,DY125 SPRINT,2015,R$ 4.379,00, 857018-3
CAGIVA - CANYON 500 - 2001,CAGIVA,CANYON 500,2001,R$ 10.760,00, 805007-4
BRP - can-am Outlander MAX XT-P 1000 4X4 Quad. - 2020,BRP,can-am Outlander MAX XT-P 1000 4X4 Quad.,2020,R$ 72.945,00, 864033-5
BRP - can-am Outlander MAX L.1000 4X4 Quadr. - 2016,BRP,can-am Outlander MAX L.1000 4X4 Quadr.,2016,R$ 50.370,00, 864016-5
BRP - can-am Outlander MAX XT 400 4X4 Quadr. - 2015,BRP,can-am Outlander MAX XT 400 4X4 Quadr.,2015,R$ 27.310,00, 864017-3
BRP - can-am Outlander MAX L.1000 4X4 Quadr. - 2014,BRP,can-am Outlander MAX L.1000 4X4 Quadr.,2014,R$ 41.397,00, 864016-5
DAYANG - DY125-37 - 2008,DAYANG,DY125-37,2008,R$ 1.969,00, 857004-3
BRP - can-am Outlander MAX XT 400 4X4 Quadr. - 2013,BRP,can-am Outlander MAX XT 400 4X4 Quadr.,2013,R$ 25.345,00, 864017-3
DAYANG - DY150-58 EAGLE/COPA - 2014,DAYANG,DY150-58 EAGLE/COPA,2014,R$ 4.244,00, 857010-8
BRP - can-am Outlander MAX XT 400 4X4 Quadr. - 2014,BRP,can-am Outlander MAX XT 400 4X4 Quadr.,2014,R$ 26.252,00, 864017-3
BRP - can-am Outlander MAX L.1000 4X4 Quadr. - 2015,BRP,can-am Outlander MAX L.1000 4X4 Quadr.,2015,R$ 48.592,00, 864016-5
BRP - can-am Outlander MAX XT-P 1000 4X4 Quad. - 2019,BRP,can-am Outlander MAX XT-P 1000 4X4 Quad.,2019,R$ 62.278,00, 864033-5
BRP - can-am Outlander MAX XT-P 1000 4X4 Quad. - 2018,BRP,can-am Outlander MAX XT-P 1000 4X4 Quad.,2018,R$ 58.265,00, 864033-5
BRP - can-am Outlander MAX XT 400 4X4 Quadr. - 2011,BRP,can-am Outlander MAX XT 400 4X4 Quadr.,2011,R$ 23.327,00, 864017-3
BRP - can-am Outlander X MR 1000 4X4 Quadr. - 2014,BRP,can-am Outlander X MR 1000 4X4 Quadr.,2014,R$ 48.381,00, 864014-9
DAYANG - DY125-37 - 2010,DAYANG,DY125-37,2010,R$ 2.307,00, 857004-3
BRP - can-am Outlander MAX XT-P 1000 4X4 Quad. - 2016,BRP,can-am Outlander MAX XT-P 1000 4X4 Quad.,2016,R$ 53.230,00, 864033-5
HONDA - BIZ 125/125i Flex - 2019,HONDA,BIZ 125/125i Flex,2019,R$ 14.016,00, 811137-5
MVK - HALLEY 150 - 2006,MVK,HALLEY 150,2006,R$ 3.829,00, 845006-4
BRP - can-am Outlander X MR 1000 4X4 Quadr. - 2016,BRP,can-am Outlander X MR 1000 4X4 Quadr.,2016,R$ 57.434,00, 864014-9
BRP - can-am Outlander X MR 1000 4X4 Quadr. - 2022,BRP,can-am Outlander X MR 1000 4X4 Quadr.,2022,R$ 98.172,00, 864014-9
BRP - can-am Outlander X MR 1000 4X4 Quadr. - 2021,BRP,can-am Outlander X MR 1000 4X4 Quadr.,2021,R$ 95.676,00, 864014-9
HONDA - CB 1000R/ABS - 2021,HONDA,CB 1000R/ABS,2021,R$ 68.935,00, 811109-0
HONDA - C 100 DREAM - 1996,HONDA,C 100 DREAM,1996,R$ 2.814,00, 811004-2
HONDA - CB 300R/ 300R FLEX - 2012,HONDA,CB 300R/ 300R FLEX,2012,R$ 10.651,00, 811098-0
HONDA - CB 500F - 2015,HONDA,CB 500F,2015,R$ 25.782,00, 811118-9
HONDA - C 100 DREAM - 1998,HONDA,C 100 DREAM,1998,R$ 3.610,00, 811004-2
BRP - can-am Outlander X MR 1000 4X4 Quadr. - 2020,BRP,can-am Outlander X MR 1000 4X4 Quadr.,2020,R$ 83.545,00, 864014-9
HONDA - C 100 DREAM - 1997,HONDA,C 100 DREAM,1997,R$ 3.116,00, 811004-2
HONDA - C 100 DREAM - 1995,HONDA,C 100 DREAM,1995,R$ 2.287,00, 811004-2
BRP - can-am Outlander MAX 570 4X4 Quadriciclo - 2020,BRP,can-am Outlander MAX 570 4X4 Quadriciclo,2020,R$ 55.951,00, 864038-6
